"char","year","tf_idf","number"
"监督",2013,0.220355266838828,1929
"融合",2013,0.186404165044829,1929
"工业",2013,0.164495227951173,1929
"保证",2013,0.098663766478266,1929
"码后",2013,0.0953024808474312,1929
"身份",2018,0.352030201754449,420
"认证",2018,0.299565769393452,420
"联络",2018,0.284866249957177,420
"多方",2018,0.160614505606968,420
"签名",2018,0.127207493113758,420
"分发",2013,0.30918487909594,1954
"功能块",2013,0.144718582027581,1954
"布隆",2013,0.119046464229064,1954
"工作者",2013,0.119046464229064,1954
"存储系统",2013,0.102078117342506,1954
"时钟",2016,0.472475857413884,1098
"同步",2016,0.184903704607859,1098
"偏差",2016,0.17208697029318,1098
"场",2016,0.144063277349988,1098
"全网",2016,0.107001501945774,1098
"域",2014,0.290692983146526,1625
"谱",2014,0.277986644319753,1625
"聚类",2014,0.203704894515102,1625
"安全控制",2014,0.1909343236017,1625
"控制策略",2014,0.157130868565758,1625
"信道",2013,0.488727222757674,1878
"工业",2013,0.162513357734894,1878
"使用率",2013,0.154903832972758,1878
"评估",2013,0.147528348837735,1878
"确定性",2013,0.130527907390144,1878
"蝙蝠",2016,0.279100122481763,1005
"WSNs",2016,0.14340580857765,1005
"调度",2016,0.116087687072197,1005
"算法",2016,0.11081465477841,1005
"组合",2016,0.0934043602709222,1005
"物品",2014,0.3152575748448,1525
"传输",2014,0.145069874797116,1525
"MLDL",2014,0.139550061240881,1525
"机制",2014,0.123287929463806,1525
"开销",2014,0.117221569154861,1525
"识读",2014,0.494500697566882,1708
"服装",2014,0.296700418540129,1708
"器",2014,0.196590247753844,1708
"Java",2014,0.163996823990811,1708
"通道",2014,0.16153397144701,1708
"楼宇",2013,0.150576099006533,1985
"上下文",2013,0.12311079178983,1985
"跳",2013,0.107957396700572,1985
"CACRA",2013,0.097685042868617,1985
"均衡",2013,0.0951867561064222,1985
"拐杖",2019,0.29489824262224,264
"老年人",2019,0.216428750483378,264
"疾病",2019,0.1858276102488,264
"IOS",2019,0.14744912131112,264
"高血糖",2019,0.14744912131112,264
"DCDM",2016,0.229847159690864,1103
"离散",2016,0.138934146356795,1103
"CPS",2016,0.0940570019947299,1103
"建模",2016,0.0929659729215246,1103
"连续",2016,0.0918301276249697,1103
"候选",2013,0.225726664632079,1759
"Apriori",2013,0.200379575115112,1759
"关联",2013,0.189111233048424,1759
"集",2013,0.175402783323945,1759
"算法",2013,0.159118478656178,1759
"质量",2013,0.171898521779149,1849
"模态",2013,0.147060561225885,1849
"感知",2013,0.114567030182462,1849
"多源",2013,0.109216804307691,1849
"异构",2013,0.107738951636831,1849
"IoT",2017,0.197543721116113,733
"WRGuardian",2017,0.171753921527239,733
"修复",2017,0.113752661535695,733
"防御",2017,0.113752661535695,733
"设备",2017,0.110150623870135,733
"制造执行系统",2012,0.371448941799623,2014
"制造",2012,0.206387755562583,2014
"物联",2012,0.160681689532908,2014
"物物",2012,0.137136915359266,2014
"执行",2012,0.0853709410885834,2014
"救援",2014,0.63447817476135,1500
"地震",2014,0.337335239221605,1500
"指挥中心",2014,0.325494130044024,1500
"物资",2014,0.213325779195689,1500
"应急",2014,0.142570648820618,1500
"场所",2012,0.373750527230783,2219
"维",2012,0.204728835363978,2219
"感知",2012,0.133598098319084,2219
"姿",2012,0.0908698073196437,2219
"物位",2012,0.0908698073196437,2219
"离心机",2016,0.296735677038726,999
"通风",2016,0.250960165010888,999
"多模",2016,0.222551757779044,999
"控制",2016,0.160956753416757,999
"控制系统",2016,0.155019119469469,999
"载人",2018,0.404213970490829,494
"宇航",2018,0.404213970490829,494
"航天器",2018,0.368361530117039,494
"轨",2018,0.34738919693903,494
"智能家居",2018,0.212132656695779,494
"下载",2016,0.42881210376146,1100
"选车",2016,0.292142184279976,1100
"车",2016,0.235731898140849,1100
"DSMov",2016,0.219106638209982,1100
"协助",2016,0.21440605188073,1100
"栅栏",2016,0.825954834011071,1102
"强",2016,0.234803955128351,1102
"1-",2016,0.231598577200957,1102
"覆盖",2016,0.210648578927945,1102
"K",2016,0.163974462024377,1102
"采样",2015,0.227521168545602,1437
"噪声",2015,0.17102161853556,1437
"PRG",2015,0.154748582762166,1437
"信号",2015,0.154174409093908,1437
"重构",2015,0.144664290603651,1437
"计步",2017,0.430737196900988,813
"信号",2017,0.196177830784059,813
"步数",2017,0.12306777054314,813
"智能手机",2017,0.113836326518158,813
"三维",2017,0.103483847834745,813
"控制系统",2016,0.232528679204204,922
"电梯",2016,0.200890908386546,922
"社区",2016,0.147617530504095,922
"电梯门",2016,0.122106303585771,922
"禁",2016,0.122106303585771,922
"mote",2015,0.710436675408124,1227
"开发人员",2015,0.228961061618906,1227
"感知",2015,0.174082370536988,1227
"协同",2015,0.141975252148192,1227
"变化",2015,0.137605076668514,1227
"物体",2013,0.433661908342358,1907
"智能",2013,0.175299277588579,1907
"编程",2013,0.150333227358963,1907
"抽象",2013,0.123244542640501,1907
"开发",2013,0.0957461774253554,1907
"组",2010,0.345943755932857,2401
"余数",2010,0.217077873041371,2401
"下级",2010,0.217077873041371,2401
"等级",2010,0.212781384516131,2401
"密钥",2010,0.196563183915184,2401
"待机",2017,0.625184274359149,662
"SoC",2017,0.321229011213936,662
"外设",2017,0.208394758119716,662
"模式",2017,0.201815996593933,662
"管理器",2017,0.1790984304219,662
"波长",2018,0.60372230397995,392
"光谱",2018,0.290116754552385,392
"nm",2018,0.265379721434188,392
"近红外",2018,0.217732123405448,392
"分辨率",2018,0.201240767993317,392
"标识",2017,0.273108012063139,873
"容器",2017,0.244948638831129,873
"追溯",2017,0.160939492547605,873
"关联性",2017,0.136203844733529,873
"RFID",2017,0.127430309638789,873
"签名",2018,0.40721910905319,518
"身份",2018,0.229984887905781,518
"短",2018,0.207778310634144,518
"方案",2018,0.202440050469281,518
"前向",2018,0.143143738547172,518
"注入",2019,0.229675764020638,315
"MIMO",2019,0.186560865022812,315
"噪声",2019,0.179928994500953,315
"系数",2019,0.150469671019194,315
"窃听",2019,0.148052688325038,315
"CMLED",2014,0.422421806999425,1568
"掩码",2014,0.384954391834022,1568
"旁路",2014,0.288715793875517,1568
"密码",2014,0.259764291617381,1568
"LED",2014,0.219604384730716,1568
"查询",2014,0.249873245440497,1479
"写入",2014,0.195962052982086,1479
"数据",2014,0.135281261619037,1479
"互相制约",2014,0.0908698073196437,1479
"复制技术",2014,0.0828099563829002,1479
"插座",2016,0.487784674584206,934
"插孔",2016,0.214104203547654,934
"USB",2016,0.176123536119711,934
"CC2530",2016,0.141801263010249,934
"智能",2016,0.121915198322932,934
"区间",2013,0.313372924555931,1796
"瞬态",2013,0.284174670163249,1796
"程序",2013,0.229191577602254,1796
"错误",2013,0.185700117395896,1796
"误报",2013,0.129484659071444,1796
"ACHO",2018,0.550338269682349,548
"订阅",2018,0.247981406215523,548
"发布",2018,0.239969316507039,548
"同态",2018,0.161559489797451,548
"加密算法",2018,0.128357940604729,548
"中间件",2013,0.269410868689629,1940
"服务",2013,0.20255867486516,1940
"中立",2013,0.139550061240881,1940
"化学品",2013,0.119931984657522,1940
"交互",2013,0.107236395504176,1940
"M2M",2012,0.458828951024762,2146
"Client",2012,0.312592137179574,2146
"STUN",2012,0.312592137179574,2146
"STUNT",2012,0.312592137179574,2146
"NAT",2012,0.156296068589787,2146
"NPS",2017,0.359301307102959,870
"消者",2017,0.269475980327219,870
"产消者",2017,0.269475980327219,870
"PSG",2017,0.269475980327219,870
"玩家",2017,0.17965065355148,870
"聚类",2015,0.18583604411904,1228
"测试数据",2015,0.177397226910099,1228
"入侵",2015,0.149171399246244,1228
"检测",2015,0.123512804650223,1228
"该类",2015,0.118264817940066,1228
"服务",2013,0.185955504794245,1746
"资源",2013,0.147811265473694,1746
"请求",2013,0.143633318852597,1746
"下以",2013,0.128111531630973,1746
"论对本",2013,0.128111531630973,1746
"信任度",2019,0.520028518519473,160
"推荐",2019,0.274273830718531,160
"评估",2019,0.271246742641531,160
"信任",2019,0.168892693652008,160
"恶意",2019,0.168892693652008,160
"池",2012,0.409668706272109,2084
"底层",2012,0.277355556911788,2084
"大规模",2012,0.232175374144395,2084
"缓冲区",2012,0.229589609584624,2084
"线程",2012,0.229589609584624,2084
"睡眠",2017,0.763737294406801,698
"分析方法",2017,0.214003827652681,698
"效果",2017,0.17637191009915,698
"健康",2017,0.167314554805982,698
"关键因素",2017,0.0954671618008501,698
"引擎",2019,0.241393709391823,312
"主动",2019,0.173082590110871,312
"场景",2019,0.150059472469755,312
"赋值",2019,0.139640318606459,312
"服务",2019,0.129743464946312,312
"轮",2015,0.472847521146958,1452
"36",2015,0.297616160572661,1452
"TWINE",2015,0.263765046256645,1452
"运算",2015,0.262733548116394,1452
"逆运算",2015,0.217077873041371,1452
"DLT",2016,0.22013530787294,1172
"协议",2016,0.195856496129253,1172
"密钥",2016,0.149498759597464,1172
"防范",2016,0.147883213296558,1172
"协商",2016,0.142034217105622,1172
"频谱",2013,0.323484131242131,1772
"权重",2013,0.289796849946338,1772
"选择",2013,0.180020593522417,1772
"求解",2013,0.156431684122622,1772
"主客观",2013,0.148367838519363,1772
"定位精度",2011,0.271816720418102,2332
"精度",2011,0.153351967838407,2332
"策略",2011,0.135015445141813,2332
"不规则",2011,0.122106303585771,2332
"改进",2011,0.121110694342255,2332
"街道",2019,0.465478593918304,281
"清洁度",2019,0.309497165524331,281
"垃圾",2019,0.245757050180406,281
"图象",2019,0.154748582762166,281
"街景",2019,0.154748582762166,281
"加密",2014,0.286461576810326,1480
"细粒度",2014,0.174738972796484,1480
"结构化",2014,0.162652087330632,1480
"保护",2014,0.139370782081871,1480
"同余类",2014,0.126045216604667,1480
"群组",2015,0.357139392687193,1229
"认证",2015,0.356625915944585,1229
"协议",2015,0.154509013613077,1229
"接入",2015,0.105361435977728,1229
"AKA",2015,0.0868311492165484,1229
"认证",2018,0.226030510105723,419
"匿名",2018,0.194194124138922,419
"身份",2018,0.159369809647386,419
"网络安全",2018,0.130612664764547,419
"隐私",2018,0.126871228483814,419
"放置",2014,0.36633769859025,1616
"副本",2014,0.350645949183789,1616
"可用性",2014,0.260197145005415,1616
"折中",2014,0.12211256619675,1616
"贪心",2014,0.12211256619675,1616
"博物馆",2016,0.248747820030417,1123
"特征",2016,0.166971985072136,1123
"Feature",2016,0.144718582027581,1123
"编辑器",2016,0.144718582027581,1123
"数字",2016,0.135987729744364,1123
"呈现",2013,0.178336523043901,1831
"通用",2013,0.147146899343273,1831
"ECA",2013,0.100189787557556,1831
"接口",2013,0.0990656336130239,1831
"平台",2013,0.0957317148876263,1831
"粒子",2013,0.198717839963203,1890
"数据流",2013,0.130191625470511,1890
"鸿沟",2013,0.111640048992705,1890
"集向",2013,0.111640048992705,1890
"RFID",2013,0.103764680705871,1890
"CA",2012,0.2208265503544,2242
"MAC",2012,0.209957680491899,2242
"CSMA",2012,0.208253988862674,2242
"树状",2012,0.181739614639287,2242
"信道",2012,0.14293290869939,2242
"划分",2014,0.191749105296707,1660
"云",2014,0.148152044110706,1660
"变换",2014,0.124781579028272,1660
"理解",2014,0.120505775026267,1660
"规律",2014,0.113585476479999,1660
"端",2017,0.264566397522575,758
"薄弱环节",2017,0.111640048992705,758
"受限",2017,0.102722734980379,758
"规模性",2017,0.101737946413277,758
"报",2017,0.0959455877260179,758
"制造",2015,0.341620875397876,1445
"资源",2015,0.171742613217054,1445
"资源配置",2015,0.122447791778466,1445
"机械",2015,0.093798698506537,1445
"映射",2015,0.0759268958666717,1445
"跳数",2012,0.273774725466423,2214
"阴影",2012,0.20352094366125,2214
"分布",2012,0.19699728715282,2214
"衰落",2012,0.188041379304705,2214
"对数",2012,0.182516483644282,2214
"描述",2016,0.147276929590272,1065
"文件",2016,0.146032459270769,1065
"度量",2016,0.146032459270769,1065
"撰写",2016,0.118406112568021,1065
"开发人员",2016,0.101760471830625,1065
"连通",2018,0.24073237673833,409
"抗毁",2018,0.22425031633847,409
"拓扑",2018,0.194289175337813,409
"k",2018,0.175891210718009,409
"关键",2018,0.133968813784124,409
"QoS",2016,0.443649639889675,919
"推荐",2016,0.228883443240464,919
"预测",2016,0.219961658257762,919
"项目",2016,0.169358067875452,919
"服务",2016,0.159764588626042,919
"所有权",2015,0.451453329264157,1439
"转移",2015,0.4419361756558,1439
"标签",2015,0.310493506328955,1439
"所有者",2015,0.247250348783441,1439
"协议",2015,0.118853087394675,1439
"濒危",2012,0.336120577612446,2263
"物种",2012,0.276495013693311,2263
"植物",2012,0.22924287224522,2263
"判读",2012,0.216651327123266,2263
"监测数据",2012,0.133911025269668,2263
"定位",2013,0.212860405214661,1973
"概率模型",2013,0.104126994431337,1973
"RSS",2013,0.104126994431337,1973
"标准差",2013,0.0996668072615422,1973
"节点",2013,0.0835446611624709,1973
"城市",2014,0.229060216074406,1713
"智慧",2014,0.20967580130541,1713
"数据共享",2014,0.179062114465759,1713
"融合",2014,0.113433332346389,1713
"linked",2014,0.101490953629732,1713
"线圈",2017,0.34748697666862,764
"自制",2017,0.288715793875517,764
"金属物",2017,0.211210903499712,764
"LDC1000",2017,0.211210903499712,764
"安检",2017,0.192477195917011,764
"仓库",2018,0.745118840444698,621
"损坏率",2018,0.161129967618337,621
"货架",2018,0.161129967618337,621
"布局",2018,0.149043437812434,621
"利用率",2018,0.1291922866937,621
"样本",2015,0.221362909595761,1217
"力",2015,0.153218901655685,1217
"定位",2015,0.135599961840451,1217
"导向",2015,0.129626026469823,1217
"预测",2015,0.115683538787415,1217
"可扩展性",2015,0.178808825510376,1459
"从机",2015,0.159485784275293,1459
"一主多",2015,0.159485784275293,1459
"导致系统",2015,0.145339923447539,1459
"出错",2015,0.145339923447539,1459
"井下",2012,0.515319379214296,2262
"煤矿",2012,0.467830135077076,2262
"LEACH",2012,0.328529670559707,2262
"LEACHI",2012,0.284174670163249,2262
"总",2012,0.171773126404765,2262
"DC",2015,0.221672726495499,1359
"电路",2015,0.212132656695779,1359
"输出",2015,0.200843679143019,1359
"功率",2015,0.144041974819413,1359
"9.1",2015,0.13473799016361,1359
"MHz",2013,0.317705269135045,1823
"频段",2013,0.235662795983367,1823
"400",2013,0.216651327123266,1823
"600",2013,0.216651327123266,1823
"功率",2013,0.202123416278854,1823
"选路",2013,0.241694951427506,1747
"ZigBee",2013,0.184572006437737,1747
"繁忙",2013,0.146838273173802,1747
"拓扑",2013,0.1291922866937,1747
"链路",2013,0.12261822147771,1747
"协作",2012,0.215668626227845,2080
"无线",2012,0.160024452004144,2080
"信道",2012,0.140038064978896,2080
"路由",2012,0.133319177327286,2080
"遗传算法",2012,0.124669156242866,2080
"分量",2016,0.240921758410452,1109
"目标",2016,0.180995800111011,1109
"扰动",2016,0.177663225990045,1109
"接收",2016,0.165113074488754,1109
"信号强度",2016,0.131318177909152,1109
"本体",2015,0.646910196291329,1426
"Abox",2015,0.426262005244874,1426
"体积",2015,0.200444303145284,1426
"摘要",2015,0.183353262081803,1426
"理解",2015,0.164326056854001,1426
"邻",2011,0.356082812446471,2278
"障碍",2011,0.232701206889572,2278
"查询",2011,0.230240347584458,2278
"Voronoi",2011,0.195370085737234,2278
"k",2011,0.189083051521859,2278
"覆盖",2013,0.503102431225967,1902
"区域",2013,0.218318999886905,1902
"策略",2013,0.139821820211586,1902
"全",2013,0.135303692784584,1902
"节点",2013,0.104633604756881,1902
"并发",2017,0.226779819102841,729
"接入",2017,0.148745556674439,729
"异构",2017,0.111224623601551,729
"前端",2017,0.105472915748568,729
"支持",2017,0.0931289540087834,729
"DDPP",2014,0.208394758119716,1519
"完整性",2014,0.180758662539401,1519
"检测",2014,0.156449552556949,1519
"对象",2014,0.122794852045044,1519
"方案",2014,0.110667227589873,1519
"装配",2015,0.652099253381561,1329
"过程",2015,0.14510725588928,1329
"皮卡厂",2015,0.124044498880783,1329
"焊装",2015,0.124044498880783,1329
"KQML",2015,0.113042162681419,1329
"元器件",2019,0.341501244448538,101
"航天",2019,0.217915561639643,101
"检测",2019,0.159101239888422,101
"同行业",2019,0.132454295415074,101
"智能化",2019,0.121742462553411,101
"hoc",2012,0.247250348783441,2239
"上界",2012,0.247250348783441,2239
"容量",2012,0.173806406287886,2239
"认知",2012,0.173806406287886,2239
"吞吐量",2012,0.171057984596265,2239
"医院",2015,0.2417123695382,1328
"医学",2015,0.231734642595711,1328
"医疗",2015,0.189351635282773,1328
"医疗卫生",2015,0.119830833402072,1328
"诊疗",2015,0.114127262435387,1328
"职业病",2014,0.51928743481777,1609
"煤炭",2014,0.418203470986111,1609
"煤炭行业",2014,0.222551757779044,1609
"职业",2014,0.188220123758166,1609
"危害",2014,0.172256823015479,1609
"医院",2012,0.52946519041701,2206
"集中体现",2012,0.186066748321175,2206
"病历",2012,0.147746798025125,2206
"基本概念",2012,0.104305148214386,2206
"结合物",2012,0.0934043602709222,2206
"运送",2018,0.517113793087938,627
"后勤",2018,0.373121730045625,627
"医院",2018,0.247083755527938,627
"智慧",2018,0.224236620840508,627
"至上",2018,0.186560865022812,627
"化学",2012,0.501920330021775,2076
"磷光",2012,0.260493447649645,2076
"配合",2012,0.252110735362479,2076
"铱",2012,0.23738854163098,2076
"传感器",2012,0.160621340339273,2076
"景观",2019,0.21669131691133,293
"旅游",2019,0.185805112466134,293
"地图",2019,0.167918766924713,293
"游客",2019,0.139446416113601,293
"全新",2019,0.108293733841244,293
"边缘",2019,0.397412089587823,169
"计算",2019,0.156216277176968,169
"MEC",2019,0.139640318606459,169
"增长",2019,0.0819062209757446,169
"交付",2019,0.0766157198969545,169
"无线网络",2015,0.135688641738961,1442
"演进",2015,0.120158899491462,1442
"类型",2015,0.084943783767021,1442
"助推",2015,0.0790140134214265,1442
"时代",2015,0.0767276832444428,1442
"地图",2017,0.262188951864902,848
"手机",2017,0.203345247942523,848
"用户",2017,0.19729350229988,848
"互联网",2017,0.154918454234723,848
"交互",2017,0.135456499584223,848
"感知",2011,0.156959514418596,2301
"正",2011,0.153419974215089,2301
"清晰",2011,0.0903642350245134,2301
"网络覆盖",2011,0.088801773060508,2301
"人为",2011,0.0873753570442846,2301
"供水",2014,0.442196584219673,1589
"行业",2014,0.285495127832902,1589
"技术升级",2014,0.159485784275293,1589
"核心理念",2014,0.159485784275293,1589
"产业",2014,0.145563599487347,1589
"机会",2015,0.581128846774463,1231
"路由",2015,0.181589913945786,1231
"转发",2015,0.147877341547352,1231
"间歇式",2015,0.13473799016361,1231
"逐跳",2015,0.12278717670568,1231
"漫游",2019,0.15258896216031,291
"方案",2019,0.131514751097121,291
"两方",2019,0.116455316968211,291
"认证",2019,0.113015255052862,291
"协商",2019,0.106525662829216,291
"参与者",2017,0.701715500921462,814
"Most",2017,0.339774062151711,814
"T",2017,0.25516927306235,814
"选择",2017,0.219155505157725,814
"PT",2017,0.169887031075856,814
"群智",2015,0.2618714765331,1186
"感知",2015,0.249770357726983,1186
"质效",2015,0.113258020717237,1186
"市政管理",2015,0.113258020717237,1186
"社会关系",2015,0.089932833580511,1186
"交集",2018,0.209793380657432,528
"感知",2018,0.205627498083959,528
"联盟",2018,0.192461808315756,528
"用户",2018,0.12807827116966,528
"隐私",2018,0.100759029332783,528
"图像",2017,0.1639151748063,739
"葡萄",2017,0.137101814552445,739
"葡萄园",2017,0.124941337700516,739
"移动式",2017,0.11782791475125,739
"布线",2017,0.0985540149500551,739
"支气管",2018,0.406951785653109,616
"哮喘",2018,0.383782350904071,616
"健康",2018,0.20715135356931,616
"相关",2018,0.190293604276073,616
"现存",2018,0.167682665155258,616
"HOEE",2018,0.23922867641294,374
"方格",2018,0.159485784275293,374
"采集",2018,0.158488030473292,374
"策略",2018,0.146955586548912,374
"移动性",2018,0.10166510378435,374
"消息",2016,0.179665258914536,1046
"MQTT",2016,0.126212758719012,1046
"服务器端",2016,0.118542329817104,1046
"应用软件",2016,0.112900087570491,1046
"Android",2016,0.0997150451428261,1046
"工厂",2017,0.304455652933771,847
"集成",2017,0.288664366878702,847
"机器",2017,0.175860089691188,847
"经营",2017,0.148300432566164,847
"智能",2017,0.130879551140794,847
"网络服务",2013,0.276402982545037,1848
"异步",2013,0.192646871555471,1848
"事件驱动",2013,0.141419115191182,1848
"I",2013,0.130527907390144,1848
"O",2013,0.124716773490942,1848
"组合",2012,0.474206752144682,2102
"SOA",2012,0.324687802522628,2102
"框架",2012,0.171419846497607,2102
"自动",2012,0.15865657935891,2102
"无关",2012,0.126051909622187,2102
"设计协议",2017,0.279280637212918,907
"协商",2017,0.197733910088219,907
"用户",2017,0.140321047090289,907
"密钥",2017,0.138750482763659,907
"认证",2017,0.125867970333383,907
"HWSNs",2018,0.453032082868948,348
"NHKM",2018,0.226516041434474,348
"密钥",2018,0.2051094093028,348
"方案",2018,0.120290464771601,348
"重数",2018,0.113258020717237,348
"实体",2018,0.229984887905781,473
"匹配",2018,0.176102966346263,473
"性",2018,0.17139372704536,473
"监督",2018,0.146903511225885,473
"碎片",2018,0.146903511225885,473
"relay",2016,0.37213349664235,1099
"部署",2016,0.152365852983243,1099
"节点",2016,0.128300729642366,1099
"连通",2016,0.123232049997002,1099
"事实上",2016,0.113042162681419,1099
"聚类",2016,0.3678005039856,1142
"交叉",2016,0.15597697378534,1142
"分量",2016,0.150576099006533,1142
"项",2016,0.129393652496853,1142
"抑制",2016,0.120476778898384,1142
"假定",2014,0.306462879587818,1476
"回归",2014,0.270348682624774,1476
"因果关系",2014,0.263380044738088,1476
"易于",2014,0.197733910088219,1476
"变量",2014,0.190994684326389,1476
"数据挖掘",2013,0.353958677706793,1721
"个人隐私",2013,0.203454607116566,1721
"隐私",2013,0.147669790530341,1721
"保护",2013,0.141655549001246,1721
"侵犯",2013,0.128111531630973,1721
"印刷",2017,0.708314706259282,675
"电子",2017,0.334739465238365,675
"电子技术",2017,0.202375630359795,675
"加工",2017,0.140590821076069,675
"发挥作用",2017,0.13473799016361,675
"社区",2012,0.385613140908657,2061
"代价",2012,0.187588881821272,2061
"CONGA",2012,0.159485784275293,2061
"Min",2012,0.159485784275293,2061
"TheSet",2012,0.159485784275293,2061
"供水",2013,0.401252456051184,1931
"计量",2013,0.212420810659612,1931
"盈利",2013,0.144718582027581,1931
"供水管",2013,0.131882523128322,1931
"产销",2013,0.131882523128322,1931
"BECPS",2012,0.625184274359149,2162
"读卡器",2012,0.620536551705526,2162
"超高频",2012,0.229414475512381,2162
"RFID",2012,0.14527055298822,2162
"人员",2012,0.139892612638122,2162
"激光",2018,0.44400886530254,375
"柔性",2018,0.399210200846141,375
"剥离技术",2018,0.384334594892919,375
"作用",2018,0.151840112005427,375
"电子行业",2018,0.128111531630973,375
"电影",2019,0.363479229278575,3
"二硫化钼",2019,0.242319486185717,3
"二氧化硅",2019,0.242319486185717,3
"转移",2019,0.190869444635395,3
"基质",2019,0.181739614639287,3
"智",2013,0.33394852303218,1959
"用电",2013,0.331607352492672,1959
"支持",2013,0.102804689490215,1959
"经济运行",2013,0.101490953629732,1959
"更全",2013,0.101490953629732,1959
"表意",2018,0.398714460688233,339
"主动",2018,0.2702207784384,339
"端系统",2018,0.218009885171309,339
"意图",2018,0.196791093929678,339
"网络",2018,0.16389978395133,339
"锂电池",2016,0.321425453418474,1085
"太阳能",2016,0.243518222516146,1085
"供电系统",2016,0.223873038027375,1085
"WSNs",2016,0.20076813200871,1085
"供电",2016,0.148250253316763,1085
"资源分配",2013,0.266494838985068,1969
"效用",2013,0.191178729593651,1969
"实时性",2013,0.169798141084638,1969
"保证",2013,0.13484048085363,1969
"多宿容",2013,0.130246723824823,1969
"采样器",2017,0.315113041511668,691
"采样",2017,0.259447526067323,691
"欠",2017,0.229730846739659,691
"该欠",2017,0.189067824907001,691
"巴伦",2017,0.189067824907001,691
"接收机",2017,0.310268275852763,702
"唤醒",2017,0.310268275852763,702
"76",2017,0.178041406223235,702
"消耗",2017,0.10721107262183,702
"输入",2017,0.105097137921128,702
"车辆",2012,0.305600946673727,2125
"园区",2012,0.254025197033604,2125
"框架",2012,0.125800048639373,2125
"出入",2012,0.114865423369829,2125
"停留",2012,0.108325663561633,2125
"切型",2017,0.390740171474468,802
"单晶",2017,0.267062109334853,802
"弛豫",2017,0.195370085737234,802
"铅",2017,0.195370085737234,802
"收集器",2017,0.195370085737234,802
"上界",2017,0.270674066036609,774
"顾客",2017,0.149929605240619,774
"对抗",2017,0.118264817940066,774
"确定性",2017,0.11404017171981,774
"大型",2017,0.0896727445894726,774
"录井",2012,0.459694319381727,2176
"井场",2012,0.344770739536295,2176
"数据中心",2012,0.136374988210042,2176
"IPSTAR",2012,0.114923579845432,2176
"APN",2012,0.114923579845432,2176
"油田",2019,0.476185856916257,141
"大庆油田",2019,0.192958109370108,141
"油藏",2019,0.192958109370108,141
"统一",2019,0.154244718383221,141
"建设",2019,0.118674438401695,141
"有机",2012,0.42036898264977,2097
"食品",2012,0.351782421436017,2097
"加工",2012,0.284451196130651,2097
"金友",2012,0.181739614639287,2097
"广东省",2012,0.181739614639287,2097
"有机酸",2019,0.553260419786857,1
"PPO",2019,0.4841028673135,1
"抑制",2019,0.298526531783607,1
"促褐变",2019,0.276630209893429,1
"酶",2019,0.252094026510776,1
"景观",2019,0.301336362579819,73
"学科",2019,0.287245475288822,73
"水文",2019,0.209880973150664,73
"雨洪",2019,0.209880973150664,73
"合作",2019,0.205350760547073,73
"语义",2010,0.305686997250291,2411
"本体",2010,0.173279516863749,2411
"标注",2010,0.143174502246632,2411
"具体措施",2010,0.101490953629732,2411
"理解能力",2010,0.101490953629732,2411
"语义",2016,0.479475716057401,1174
"空间",2016,0.152900466470133,1174
"协同",2016,0.104115184908674,1174
"物理",2016,0.102620166036495,1174
"本体",2016,0.0988335022111752,1174
"链接",2015,0.459620087903439,1321
"发布",2015,0.193611607636361,1321
"传感器",2015,0.175223280370116,1321
"数据",2015,0.128429353563007,1321
"应用程序",2015,0.0941044745431655,1321
"语义",2016,0.366145092262015,1022
"本体",2016,0.237200405306821,1022
"互操作",2016,0.16547641378814,1022
"链接",2016,0.149802102724084,1022
"开放",2016,0.119535971181711,1022
"服务",2016,0.288833666011432,1167
"语义",2016,0.217943507298819,1167
"请求者",2016,0.197823784692484,1167
"组合",2016,0.163457630474114,1167
"实体",2016,0.15715634006895,1167
"针织",2018,0.502705146983253,588
"圆纬机",2018,0.275816591629036,588
"圆纬",2018,0.183877727752691,588
"侧",2018,0.121782261173508,588
"设备",2018,0.117925962025674,588
"心率",2016,0.363877871794498,1173
"康复",2016,0.340927016618564,1173
"患者",2016,0.242742051219238,1173
"心电",2016,0.22728467774571,1173
"发生意外",2016,0.14744912131112,1173
"数据流",2013,0.276164054028356,1882
"多路",2013,0.273774725466423,1882
"最终",2013,0.108069945073939,1882
"云计算",2013,0.104242841437596,1882
"解决办法",2013,0.0940206896523524,1882
"地震",2017,0.409992059977028,763
"云计算",2017,0.176410962432855,763
"专业",2017,0.140206365891319,763
"令人瞩目",2017,0.120227745069067,763
"方法论",2017,0.0989001395133765,763
"公共资源",2017,0.446560195970821,824
"云",2017,0.119050749731817,824
"录播",2017,0.111640048992705,824
"教学设施",2017,0.111640048992705,824
"琴房",2017,0.111640048992705,824
"无损",2013,0.395542199159278,1730
"检测",2013,0.262997092660388,1730
"云",2013,0.143681939331503,1730
"雏形",2013,0.12278717670568,1730
"云端",2013,0.114144983995531,1730
"控制系统",2016,0.270578826710346,1182
"systems",2016,0.2442251323935,1182
"control",2016,0.225649655165646,1182
"控制技术",2016,0.179070242603389,1182
"网络化",2016,0.151898809809563,1182
"云计算",2011,0.30991115021988,2317
"云",2011,0.225231148141275,2317
"内部",2011,0.223022917587861,2317
"SSCMIC",2011,0.211210903499712,2317
"引人关注",2011,0.211210903499712,2317
"索引",2015,0.272360172180648,1366
"容错性",2015,0.156503820811575,1366
"云计算",2015,0.122311600620113,1366
"数据管理",2015,0.121512183772477,1366
