title_en,title_ch,year,abstract_en,abstract_ch,keywords_en,keywords_ch
Construction of Agricultural Environmental Remote Monitoring System Based on Internet of Things,基于物联网的农业环境远程监测系统研究,2015,"In order to improve the production efficiency of grain crops, this study designed and constructed agricultural environmental remote monitoring system based on internet of things,of which the overall structure and design of software and hardware were described. The system used sensors to collect environmental information, including air temperature and humidity, solar radiation, rainfall, soil temperature and humidity,etc. The data were processed and analyzed by the data service center,and remote monitoring of the farmland environmental information was completed combined with the GPRS network. Tests proved that the system could realize the function of remote monitoring of farmland environment and production site,and helped to improve the fine management level of agriculture.","摘要:为了提高农田粮食作物生产效益,设计构建了基于物联网的农业环境远程监测系统,简单介绍了系统的总体结构和软硬件设计。系统利用传感器采集农田大气温湿度、太阳辐射、降雨量、土壤温湿度等环境信息,通过数据服务中心对数据进行处理分析,结合GPRS网络完成农业环境信息的远程监测。试验证明,该系统能实现农田环境和生产现场的远程监测功能,有利于提高农业精细化管理水平。",作者关键词:internet of things; agriculture; crop; agricultural enviromental remote monitoring system,作者关键词:物联网; 农业; 作物; 农业环境远程; 监测系统
Study on the Construction of Intelligent Monitoring and Early Warning System for Water Environmental Emergencies in the Longjiang River Basin,龙江河流域水环境突发事件智能监控预警系统构建研究,2015,"The situation of industrial enterprises development and significant emission sources and contamination monitoring in the Longjiang river of Guangxi Zhuang Autonomous Region was systematically researched and analyzed.The construction method of intelligent monitoring and early warning system for water environmental emergencies in the Longjiang river basin was explored.Several factors were proposed as key control factors,such as the five conventional parameters,organic matter index,eutrophication index,characteristic index and biological index.It was also proposed that two more water quality automatic monitoring stations should be built,for the purpose of basin-wide monitoring and subregional monitoring.Based on the actual situation of the Longjiang river basin,the new generation internet of things technology was proposed to be used to build intelligent monitoring and early warning system for water environmental emergencies in the basin.It could achieve the functions of three-dimensional perception,multidimensional data fusion,high-speed data transfer,real-time information release,exceeding warning,visual display and emergency command decision-making.","摘要:系统调研分析广西龙江河流域内工业企业发展情况、重点污染源排污特征及流域污染监控现状,探索该河流域水环境突发事件智能化监控预警系统构建的思路。提出以水质常规五参数、有机物指标、富营养化指标、特征性指标、生物指标等为重点监控因子,根据全流域监控与分片监控相结合的原则,在现有的河流水质自动站基础上增加建设2座水质自动站。同时,结合龙江河流域的实际情况,提出运用新一代物联网技术构建智能化监控预警系统,实现立体感知、多维数据融合、数据高速传输、信息实时发布、超标预警、可视化展示、应急决策指挥等功能。",作者关键词:Intelligent system; The internet of things; Water environmental emergencies; Monitoring; Ear-ly warning; Longjiang river,作者关键词:智能化系统; 物联网; 水环境突发事件; 监控; 预警; 龙江河
Survey on the search of Internet of Things,物联网搜索技术综述,2015,"With the popularization and development of the Internet of Things, the search of Internet of Things urgently needs to be solved in academia and industry and becomes a hot research topic. With the increasing data generated by sensors, only the search of IoT makes this data valuable. However, different from the traditional Internet search engines (such as Baidu, Google, Bing, Yahoo, etc), the search of IoT has different search objects and search architecture and data in the Internet of Things are massive, real-time, highly dynamic, heterogeneous, highly insecure. The above characteristics make search of IoT face more challenges. Firstly, the concept, characteristics, related technologies of search of IoT were summarized and presented. Secondly, several typical systems and related algorithms were described in detail. Finally, the current problems, the challenges and research prospects of this field for future were presented.","摘要:随着物联网的普及和发展,物联网搜索是摆在学术界和工业界面前迫切需要解决的问题,物联网搜索因此成为当前的一个研究热点。面对越来越多的传感器以及它们所产生的数据,只有结合智能的物联网搜索,才能体现这些数据的生命力。与传统的Baidu、Google、Bing、Yahoo 等搜索引擎不同,物联网搜索从搜索对象、物理网数据的特点(大规模的、实时变化的、高度动态的、异构的、复杂的安全环境等)到物联网搜索的架构均与传统互联网不同,这导致了物联网搜所面临的挑战将更大。由此,阐述了物联网搜索的概念、特点、相关技术,对现有的典型系统和算法进行了比较性总结,分析了目前研究中存在的问题和挑战,并展望了其未来的发展方向。",作者关键词:Internet of Things; search engine; survey; intention understanding; context awareness,作者关键词:物联网; 搜索引擎; 综述; 意图理解; 情景感知
On the Value of Geographic Platform for Smart Cities,智慧城市中地理平台的价值研究,2015,,"分析了地理信息在智慧城市建设中的定位,并提出了地理平台的概念及其在智慧城市中的价值: 空间信息资源共享、泛在信息支撑和协同管理。空间信息资源共享价值在于空间数据的共享及云计算资源转化为云GIS资源的共享; 泛在信息支撑价值在于支撑物联网实时数据接入,提供实时空间分析能力并以地图、短信、E-mail等多形式输出; 协同管理价值体现在人人都能使用地理平台,平台本身的易用性和方便地将各种异构信息空间化的能力是其核心。构建集成、融合、开放、协同的智慧城市地理空间框架是地理平台诸多价值的具体实践。",作者关键词:GIS,作者关键词:智慧城市; 地理平台; 地理空间框架; 泛在网络
Wind-solar hybrid power supply system based on Internet of Things,基于物联网的风光互补发电监测系统,2015,"Wind-solar hybrid power supply system, taking advantage of renewable energy wind energy and solar power, has a higher ratio of quality to price. Compared with the traditional fossil energy, it has the characteristic such as clean and sustainable utilization. Aimed at wind-solar hybrid power supply form and based on Internet of Things of technology, the remote monitoring system was put forward and the hardware design, software design and implement of client of this system were introduced. This system was used in the wind-solar hybrid power supply system and it could realize real-time monitoring and remote control of all kinds of data.","摘要:风光互补发电系统是利用可再生能源风能和太阳能进行发电的系统,具有较高的性价比。相较于传统的化石能源具有清洁无污染,可持续利用的特点。针对风光互补发电形式,提出了基于物联网技术的远程监控系统,重点介绍了系统的硬件设计、软件设计和客户端软件的实现。该系统应用于风光互补发电系统中,可实现对风光互补发电过程的各种数据的实时监测和远程控制。",作者关键词:wind-solar hybrid power supply; Internet of Things; monitoring system; remote control,作者关键词:风光互补; 物联网; 监测系统; 远程控制
Research and Development of Security System in Smart Home Based on the Technology of Internet of Things,基于物联网技术的智能家居安防系统的研究与开发,2015,"The control host of the security system in smart home is developed with the embedded ARM platform. The system could wireless transfer the image data based on the wireless camera. The system realizes the function of voice, SMS, MMS, email, information release by application of GSM and GPRS technology. Even more, it could save the surveillance photos and network 110 help center. And the PC and mobile phone terminal software are developed using JSP、JAVA、Windows Mobile technology. All in all, the system realizes the safety precautions of home furnishing and remote intelligent control.","摘要:研究开发的智能家居安防系统以嵌入式STM32F101V8T6、ARM为平台开发控制主机;开发无线摄像头实现图像数据的无线传输;应用GSM和GPRS技术实现语音、短信、彩信、Email、信息发布等功能;应用SD卡和FAT32文件系统实现现场监控照片的永久保存取证,并利用GSM和GPRS技术可以和110求救中心联网;应用JSP、JAVA、Windows Mobile技术开发PC机和手机终端软件。具有报警、图像拍摄、信息传送、远程监控、本地和远程设置、智能家居控制等功能,创造性地实现了对家居的安全防范和远程智能控制。",作者关键词:Smart home; security system; monitor; internet of things,作者关键词:智能家居; 安防系统; 监控; 物联网
Research on Integrated Smart Monitoring Devices for Internet of Power Transformation Equipment,变电设备物联网一体化智能监测装置研究,2015,"In order to solve the problems of monitoring devices for power transformation equipment such as independence of each other, lack of data sharing, uneven distribution of computational load and lack of preliminary fault diagnosis function, we designed a kind of smart sensor network for internet of power transformation equipment, and proposed a design scheme of integrated smart monitoring devices for internet of power transformation equipment based on cloud platform. The integrated smart monitoring device has the functions of distributed computing, fault diagnosis and early warning. The results show that distributed computing can enhance the computing efficiency and reduce the equipment investment waste. The computing time can be reduced by 15.4% compared to that of conventional computational mode, and the intelligent electronic device expenditure can be reduced by 14.3% compared to that of traditional configuration scenario. The fault diagnosis and early warning can upload monitoring data of equipment with potential fault to the central station so as to prevent power accidents.","摘要:为了解决传统变电设备监测装置相互独立、数据无法共享、计算负荷分配不均及不具备故障初步诊断功能的问题,设计了一种变电设备智能监测传感网络,提出了一种基于云平台的变电设备物联网一体化智能监测装置设计方案,该装置具有分布式计算、故障诊断与预警的功能。结果表明,分布式计算能够提高计算效率,减小设备投资浪费,其计算时间与传统并行计算方法相比减少了15.4%,智能电子设备配置费用与传统配置方案相比减少了14.3%;故障诊断与预警能够有效判断故障,并将可能存在故障的设备监测数据上传给中心站,有效避免了电力事故的发生。",作者关键词:power transformation equipment; internet of things; smart sensor networks; cloud platform; integrated smart monitoring device; distributed computing; fault diagnosis and early warning,作者关键词:变电设备; 物联网; 智能监测传感网络; 云平台; 一体化智能监测装置; 分布式计算; 故障诊断与预警
Multi-source and Heterogeneous Data Aggregation Method for Power Transmission and Transformation Equipment Panoramic Information,输变电设备全景信息的多源异构数据聚合方法,2015,"Transmission equipment panoramic information has the problem of multiple sources and heterogeneous characteristics, which hinders the efficient aggregation and deep data mining. To solve such a problem, we proposed a multi-source heterogeneous data aggregation method based on improved hybrid ontology, constructed local ontology and global ontology, and used the semantic feature of ontology to solve the key problem of semantic heterogeneity in the aggregation process. Moreover, we used the combination of construction of web ontology language and rule of semantic web rule language to establish the ontology mapping to realize reuse and sharing of the mapping. The data aggregation results of transmission equipment condition information and environmental information prove that the method can shield the semantic difference of the physic and logic of the underlying data source, and can achieve the transparent access, effective aggregation and deep data mining to the data sources layer. Since the standard and open modeling language are used in the ontology modeling process, the method has good maintainability and scalability, which is benefited for the access of new business and help to promote the construction of the panoramic information integration platform of power transmission and transformation equipment internet.","摘要:针对输变电设备全景信息多源、异构特性不利于数据的高效整合和深度挖掘利用的问题,提出一种基于改进混合本体的多源异构数据聚合方法。通过构建数据源的局部本体以及全局本体,利用本体的语义特性,解决数据聚合中关键性的语义异构问题;采用网络本体语言本体构造和语义网络规则语言规则结合的方式,建立全局本体和局部本体之间的映射,实现映射的重用和共享。输变电设备状态评估信息和环境信息2种型异构数据源的数据聚合结果表明:该方法可以屏蔽底层异构数据源的语义差异性,实现对异构数据源层的透明访问、有效聚合及后期数据挖掘利用,因其本体建模采用标准化和开放性建模语言而具有较好的可维护性和扩展性,利于更多新业务带来的异构数据源的接入和聚合,有助于推动输变电设备物联网的全景信息集成平台建设。",作者关键词:panoramic information of transmission and transformation equipment; semantic heterogeneity; data aggregation; ontology; hybrid ontology; ontology language; mapping,作者关键词:输变电设备全景信息; 语义异构; 数据聚合; 本体; 混合本体; 本体语言; 映射
Communication Network Structure and Topology Analysis of Internet of Things for Power Transmission and Transformation Equipment,输变电设备物联网通信网络结构及拓扑分析,2015,"To satisfy the demands of complex information transmission of internet for power transmission and transformation equipment, we put forward a network architecture of information and communication. IEC 61850 distributed architecture was adopted in the information structure to achieve standby switchover. Two-layer network was used in the communication network to implement access control and flow control. Then we designed a network topology of power transmission and transformation equipment, and used wired and wireless heterogeneous network solutions to improve the reliability of network and provide service channel for asset inspection. The results show that selecting the dual-star network redundancy scheme as the networking solution of convergence layer network can support the substation monitoring network consisting of fifteen smart sensors and three main IEDs. And the network supports the standby switchover with the switching time of less than 18s among the master IED equipment. Therefore, taking the IEC 61850 as based double layered architecture of heterogeneous network can satisfy the requirements of panorama information application.","摘要:为了满足输变电设备物联网复杂信息流传输需求,提出了一种信息通信网络结构。信息结构上采用IEC 61850分布式结构,实现主备倒换;在通信网络中,采用2级分层网络结构分别实现接入控制和流量控制。设计输变电设备网络拓扑结构,采用有线、无线异构网络方案来提升网络系统可靠性并为资产巡检提供业务通道。结果表明:选择异构冗余的双星型网络作为汇聚层的组网方案,可支持由15个智能传感器与3个主智能电子设备(IED)构成的变电站监测网络;该组网支持主IED设备之间的主备倒换且倒换时间≤18 s。因此,以IEC 61850为基础分层的双网异构网络结构可满足全景信息等应用要求。",作者关键词:internet of things; power transmission equipment; information communication; heterogeneous network; substation; intelligent electronic device,作者关键词:物联网; 输变电设备; 信息通信; 双网异构网络; 变电站; 智能电子设备
Multidimensional Information of Aggregation Technology for On-line Monitoring of Substation,变电站在线监测多维信息聚合技术,2015,"To effectively break through the obstacle that information of the existing isolation transformer on-line monitoring data can not be interconnected and multi-dimensional holographic information can not be made full use of,taking on-line monitoring of substation equipment as the object, from the viewpoint of making full use of information of online monitoring panoramic multidimensional data, we proposed an aggregation model based on partial correlation coefficients and support vector machine(SVM), and used the model to online monitor more comprehensive data of transformer equipment.First,transformer oil chromatography and oil temperature data were normalized.Then, the data after pretreatment with M points before the current sampling points were adopted to calculate correlation coefficients. Thirdly, historical data were used to determine the sample so as to train the support vector machine limits and thresholds. Finally, the correlation coefficients were used as the input matrix of the SVM, and the multi-branch SVM was used to implement the data training. The results were based on the three training results: the use of correlation in 0.8~0.9, 0.6~0.8, 0.9~1, less than 0.6 of the normal, abnormal, no warning, warning, no alarm, alarm six running states. When the data were improved, the training results of the multi branch SVM were used for the empirical analysis and the decision making.The results show that this model has the advantages of being scalable, multi-branch;a large degree of integration can be achieved in non-monitored information, and effective mining implicit relationship between monitoring information can be realized.","摘要:为有效突破现有变电站在线监测数据孤立,信息不能互通互联,全景多维信息难以融合等瓶颈,以变电站设备在线监测为对象,从在线监测全景多维信息利用角度出发,提出了一种基于局部相关系数与支持向量机的变电站设备在线监测物联网信息聚合模型,并将该模型运用于在线监测数据较为完善的变压器设备中。首先对变压器油色谱及油温数据进行归一化处理,其次对预处理后的数据以当前采样点的前M个点构成一组时窗长度进行局部相关系数的计算,再次利用历史数据确定支持向量机样本划分训练的界限和阀值。将相关系数作为支持向量机的输入矩阵,进行多分支支持向量机数据训练,最终根据支持向量机3次训练结果即利用相关度在0.9~1、 0.8~0.9、0.6~0.8、低于0.6刻画变压器正常、异常、未预警、预警、未告警、告警6种运行状态。当其余子系统数据完善时,再利用多个分支支持向量机的训练结果结合经验权重分析,最终进行决策。该模型具有可拓展、多分支、融合程度大的优点,可实现监测信息非直接因果关系下,有效挖掘监测信息间隐性关联关系。",作者关键词:electric substations; online monitoring; multidimensional information; support vector machine; correlation analysis; condition assessment,作者关键词:变电站; 在线监测; 多维信息; 支持向量机; 相关性分析; 状态评估
Transmission and Transformation Equipment Data Integration Platform Design Based on RESTful Efficient Service Bus,基于RESTful快捷服务总线的输变电设备全景信息集成平台设计,2015,"To solve the problem that power transmission equipment panoramic information has characteristics of multi-source highly heterogeneous and complex business under internet of things, a strategy of platform construction based on RESTful and SOAP collaboration is proposed. An information integration platform for power transmission equipment panoramic is designed based on bus service and RESTful which is simple and efficient. Platform function is implemented in case of state evaluation of transformers. Relevant tests and verification are carried out on the efficiency of data operations and the flexibility of the business change. The results prove that RESTful method is more efficient than the original SOAP method on data transmission, and platform maintenance and its business upgrade are better. The platform can achieve fast response for data services and flexible expansion of business, can provide a unified data and service process for a variety of advanced applications, and has the ability to support the full life cycle management of power transmission equipment. Platform function is implemented in case of state evaluation of transformers.","摘要:为解决物联网背景下输变电设备全景信息高度多源异构和业务复杂多变的问题,提出了基于RESTful与SOAP协同的平台构建策略,设计了基于简单高效的RESTful服务与服务总线的输变电设备全景信息集成平台。以变压器状态评价业务为例进行了平台的功能实现,并对平台数据操作的效率及业务更改的便捷性进行相关测试与验证,结果表明采用RESTful方式的平台在数据传输效率上较原SOAP方式更具效率,同时平台的业务维护升级性能更为良好。平台可实现对数据服务的快捷响应及对业务功能的灵活扩展,可为多种高级智能应用提供统一的数据与服务流程,具有支撑输变电设备全寿命周期管理的能力。",作者关键词:RESTful; transmission equipment; internet of things; RESTful; information integration platform; quick response; flexible expansion; state evaluation,作者关键词:输变电设备; 物联网; 信息集成平台; 快捷响应; 灵活扩展; 状态评价
Intelligent Management and Checking Method for Transmission and Transformation Equipment Data Model,输变电设备全景信息模型的智能管理与校验方法,2015,"Under the framework of Eclipse modeling, to solve the problem of difficulties in managing and maintaining panoramic information model, we proposed a method for semantic parsing and dynamic loading the object of panoramic information model based on simple API for extensive markup language, and proposed the storage and conversion method according to the real physical model in the database. Moreover, we designed and realized the automatic conversion between panoramic information model and object-oriented model, and completed the conversion between common information model file and database table. The study shows that, in operation, this method can verify the panoramic information models standardization and integrity.This method can improve the automation level and increase the efficiency for panoramic information models management and maintenance efficiency in system development, data access and platform maintenance. Taking the platform based on transmission and transformation equipment and panoramic information model as an application, the feasibility of the proposed method is verified.","摘要:针对物联网环境下输变电全景信息模型管理与维护工作复杂、困难的问题,在Eclipse建模框架下,提出对全景信息模型对象进行基于SAX的语义解析和动态加载,并在数据库中根据实际的物理模型进行存储转换的方法,设计并实现了全景信息模型与面向对象模型的自动转换和公共信息模型文件到数据库表的具体智能转换流程。研究结果表明:在操作过程中,该方法可对输变电设备全景信息模型规范性、完整性进行校验。在系统开发、数据接入和平台维护等方面,该方法提高了自动化水平和全景信息模型的管理和维护效率。将其应用在基于物联网的输变电设备全景信息集成平台中,有效性得到了验证。",作者关键词:IEC 61970; transmission and transformation equipment; internet of things; panoramic information model; simple API for extensive markup language; model automation; model checking; IEC 61970,作者关键词:输变电设备; 物联网; 全景信息模型; 可扩展标记语言简单接口; 模型自动化; 模型校验
Application of automatic control combined with the internet of things in a Chongqing wastewater plant,重庆市污水处理厂融合物联网的自动控制应用,2015,"According to a project case of the modified A~2/O process for wastewater treatment in Chongqing, the application project and function construction of the internet of things technique and automatic control technique to the system are introduced. The wastewater is sampled and relevant parameters are tested by the internet of things technique, to find out the working state of every functional part in the wastewater treatment system. Real-time information management has been implemented to the wastewater treatment process by the three-level computer distributed control system. The operation results show that the system operating stability is improved after applying the automatic control method combined with the internet of things. The data sampling and testing frequency keeps at 15 min per time, the standard-reaching rate of the effluent is over 90%, and power consumption rate is less than 0.35 kW?h/m~3.","摘要:结合重庆市某改良A~2/O工艺污水处理的工程实例,介绍了物联网技术和自动控制技术在系统中的应用方案及功能组成。使用物联网技术进行污水取样和相关参数测试,明确污水处理系统各功能部分的工作状态,使用三级计算机分散控制系统对污水处理过程进行实时信息化管理。运行结果表明,应用融合物联网的自动控制手段后,系统运行稳定性得到提升,数据采集测试频率可稳定维持在15 min/次,出水达标率>90%,耗电量<0.35 kW?h/m~3。",作者关键词:wastewater treatment; internet of things; automatic control technique; modified A~2/O process,作者关键词:污水处理; 物联网; 自动控制技术; 改良A~2/O工艺
DESIGN AND REALISATION OF INTELLIGENT HOME REMOTE MONITORING SYSTEM BASED ON INTERNET OF THINGS,基于物联网的智能家居远程监控系统设计与实现,2015,"In order to realise the intelligentised home remote monitoring with lower cost,we designed an Internet of Things-based intelligent home remote monitoring system. We use ZigBee and WiFi technology to organise the household electrical appliances,cameras and controllers to the Internet of Things to realise the remote control on the household electrical appliances and wireless video transmission. We use JN5139 chip as the core to design each ZigBee terminal node,and adopt star network to realise the ZigBee wireless networking; we also use ARM11 S3C6410 control panel as the core to design the wireless video monitoring module. We expatiate on the ZigBee wireless networking process and data frame structure,and reduce the computational complexity of video image by video compression coding; we also utilise AT command to drive EM560 3G module to realise message transmission. System testing results demonstrated that the time of ZigBee wireless networking was about 1 second,the maximum wireless communication distance of the ZigBee reached about 100 meters,and the speed ratio of wireless video transmission was 250 kbps,which fully met the demands of remote home monitoring. The system has the virtues of low development cost,convenient operation and low power consumption,etc.,so has certain applied popularisation value.","摘要:为了以较低成本实现家居的智能化远程监控,设计一种基于物联网的智能家居远程监控系统。采用ZigBee、WIFI技术将家电、摄像头、控制器等组成物联网,实现对家电的远程控制和无线视频传输。以JN5139芯片为核心设计了各个ZigBee终端节点,采用星型网络实现ZigBee无线组网;以ARM11 S3C6410控制板为核心设计了无线视频监控模块。阐述了ZigBee无线组网流程和数据帧结构;通过视频压缩编码,降低了视频图像的计算复杂度;采用AT命令驱动EM560 3G模块实现短信传输。系统测试结果表明:该系统ZigBee无线组网时间约1 s左右,ZigBee无线通信距离最大可达100 m左右,无线视频传输速率为250 Kb/s,完全满足家庭远程监控的需求。系统具有开发成本低、操作方便、功耗低等优点,具有一定的应用推广价值。",作者关键词:ZigBee; Internet of Things; Intelligent home; Remote monitoring system; ZigBee,作者关键词:物联网; 智能家居; 远程监控系统
Research of Quality-aware Contexts Management for Complex IOT Applications,面向复杂物联网应用的上下文质量感知技术研究,2015,"With the rapid development of IOT,it will lead to more multiple-dimensional and more numerous information with wide-area and heterogeneous sensor networks.Accordingly,the information from these kinds of networks may be more uncertain,incomplete,inconsistent and inaccurate.Therefore,we proposed a context management framework based on research of eliminating incomplete,inconsistent and inaccurate contexts.In this framework,we used quality factors configuration for contexts,regarding methods for inconsistent and inaccurate contexts as well as filling methods for incomplete contexts.Results show that the method can reduce the uncertainty of the contexts and improve the quality of the IOT applications efficiently.","摘要:随着物联网应用的快速发展,传感信息日益多元化,传感器网络规模广域化,底层传感器网络构成异构化,传感信息数量大数据化,相应地,这也使得底层传感信息中所蕴含的不一致性、不完整性、不准确性等影响信息质量的因素大大增加。而传统的上下文感知技术没有充分考虑上下文质量对感知过程的影响,因此,在现有的上下文感知系统框架的基础上,充分研究不一致性、不完整性、不准确性等低质量传感器上下文的消除问题,通过上下文质量因子分类配置、不准确与不一致上下文丢弃、不完整上下文填充等方法实现了不同层次的控制机制,降低了信息的不确定性,从而有效提高了物联网应用的上下文处理质量。",作者关键词:IOT; Context-aware; Quality of context; Sensor networks,作者关键词:物联网; 上下文感知; 上下文质量; 传感器网络
Regional Diffusion Mechanism Based Time Synchronization Algorithm for Wireless Sensor Networks,基于区域扩散机制的无线传感器网络时间同步算法,2015,"This paper analyzed convergence issues of distributed time synchronization algorithm in wireless sensor networks,and proposed a regional diffusion mechanism based time synchronization algorithm.The algorithm is made up by two phases.The first phase proposes a spokesmen information exchange algorithm (SIE) for time synchronization within the region,based on the optimal foraging theory (OFT) and the principles of the highest yields.In the second phase, the spokesperson is chosen for the regional to do synchronization between regions according to the time offset,at the same time the synchronization process is mapped to a Markov chain,and a Markov chain based spokesperson acce-lerated algorithm (MarSAA) is proposed to accelerate convergence.Theoretical analysis and experimental results show that the proposed algorithm has better time complexity,and the performance is better than the traditional network-wide time synchronization algorithm,and the two-stage algorithm can also run in parallel.","摘要:针对当前无线传感器网络时间同步算法无法满足物联网对于网络实时性的要求,提出了一种基于区域扩散的无线传感器网络时间同步算法。该算法分为两个阶段进行:第一阶段根据生物觅食理论(OFT),按照收益率最高的原理提出一种代言人信息选择算法(SIE)进行区域内时间同步;第二阶段根据时间偏移量最小节点选择区域代言人并在区域之间进行二次同步,同时将同步过程映射到马尔可夫链,提出基于马尔可夫链的代言人加速算法(MarSAA)。理论分析和实验证明,提出的算法具有较好的时间复杂性;并且两阶段算法可以并行进行,相对于传统算法在全网时间同步上具有非常好的性能。",作者关键词:Wireless sensor networks; Time synchronization; Distributed; Bio-heuristic calculation,作者关键词:无线传感器网络; 时间同步; 分布式; 生物启发式计算
A Kind of New Anti-Collision Approach Based on AID,一种基于关联ID的防碰撞新方法,2015,"The RFID technology is one of the key technologies of the Internet of things which need to be studied. Based on our researches of the RFID technologies, a kind of new anti-collision approach based on AID (associated ID) has been put forward in this paper. As we know, the realization mechanism of anti-collision approach is between the tags with the memory and the memory-less tags. We propose a method to build the association between tags with memory, so that tags in a certain trigger condition can take the initiative to send their own ID.Tags use modulated binary pulse to send data to the reader. This approach is different from that with the memory-less tags. Because there exists association relationship between father-tag and son-tag, when it is applied to the multi-tree searching method that we have proposed, the advantage of this method is that a single communication can identify multiple tags at one time, which has greatly improved the identification efficiency. When the approach is applied to the uncertainty ALOHA algorithm, the reader can decide the location of the empty slots based on the position of the binary pulse, so the working reader can avoid the efficiency decreasing problem caused by reading empty slots. Due to no limit of ID length, experimental results of our simulations show that this approach can greatly decrease the probability of collision and improve the identification efficiency of the system during many kinds of its applications.","摘要:射频识别(radio frequency identification, RFID)是物联网需要研究的关键技术之一.基于对RFID技术的研究,提出了一种基于关联ID的防碰撞新方法.有记忆标签和无记忆标签在防碰撞算法上的主要区别在于二者实现的机理有所不同.针对有记忆的标签,该方法增加标签之间的关联关系,使标签在一定的触发条件下可以主动发送自己的ID.该方法不同于无记忆的标签.由于父子标签间存在关联关系,将该方法应用于基于多叉搜索树的确定性防碰撞情况中,其优势是单次通信可以同时识别多个标签,极大地提高了识别效率;将该方法应用于不确定性的ALOHA防碰撞情况中,读写器可以依据脉冲的位置判断出空时隙的位置,从而避免由于(在读取时隙时)读取空时隙而造成的效率下降问题.由于该方法不受ID的长度限制,通过大量的实验表明,该方法在多种应用过程中能够大幅降低碰撞的概率,能够提高系统的识别效率.",作者关键词:Internet of things (IOT); association; memory; conflict; identification; efficiency,作者关键词:物联网; 关联记忆; 冲突; 身份; 效率
Data gathering strategy of chain-type WSN based on self-adaption frequency conversion,基于自适应变频的链型传感网络数据采集策略,2015,"In recent years,the application in the Internet of things (IoT) are widely used in all fields,such as the smart grid reliability monitoring system.And as an important sensing method in these monitoring systems,when monitoring narrow transmission lines by wireless sensor network,the sensor nodes are facing new challenges,especially these aspects of the time cost,bandwidth resources and transmission energy consumption.Concerning this issue, this paper presents a data gathering based on self-adaption frequency for chain-type WSN(SAF) that is applied to monitor the environment of narrow strip.The strategy establishes one-dimensional linear regression model by analyzing the linear relationship of collected data in temporal series.According to the changing trend between collected data and threshold,it adjusts the time intervals of data acquisition and uses the dynamic real-time model, which reduces the amount of data transmission approximately by 80% and the network energy consumption by more than 70%.","摘要:近年来,物联网的应用越来越广泛,如电网监测系统等。无线传感器网络作为此类监测系统的重要感知手段,在监测大规模狭长区域时,出现了传感器节点数据采集量过多、传输能耗过大等问题。针对上述问题,本文提出了一种基于自适应变频的链型传感器网络数据采集策略(SAF),该策略适用于狭长地带的监测环境,通过分析时间序列中采集数据的线性关系,构建一元回归线性模型; 根据采集数据与阈值之间的变化趋势,自适应的调整采集时间间隔; 采用动态实时更新模型的方式,保持数据的时效性。实验结果表明,该方法可以降低数据采集量约30% 左右,减少数据传输总量约80% 左右,网络数据传输能耗降低约70%以上。",作者关键词:wireless sensor networks; self-adaption frequency; chain-type topology,作者关键词:无线传感器网络; 自适应变频; 链型结构
Decision Support System of Intelligent Farm Based on Internet of Things,基于物联网的智能农场决策支持系统,2015,"Agricultural informatization is a new way of the development of agriculture in China, and has a wide developmental foreground. To realize agricultural informatization, a scheme of intelligent decision support system of farm is put forward, which based on the Internet of Things and embedded technology. Field information collection network is constructed by using CC2530, and field information management node is designed by using embedded ARM chip and Linux system. The system is tested in campus planted pine forest, the functions such as data acquisition, field display, network publication, equipment fault diagnosis can be achieved in the 3G network or LAN, and the system functions are normal. Experiments show that, if the node's voltage is above 2.8 V, the system can detect the environmental data of planting region accurately, the system is workable and stable.","摘要:农业信息化是我国农业发展的新模式,具有广阔的发展前景。为了实现农业信息化发展的要求,提出一种基于物联网,采用嵌入式技术的智能农场决策支持系统的方案。采用SoC芯片CC2530构建现场信息采集网络、嵌入式ARM芯片及Linux操作系统设计现场信息管理节点。在校园松树种植林对系统进行实地测试,在3G网络或LAN局域网连接的情况下系统能够实现数据采集、现场显示、网络发布、设备故障诊断等功能,系统各项功能正常。实验证明,网络节点电压高于2.8 V时,能够较为准确地对种植区域的温湿度及光照强度进行监测,系统方案可行,工作稳定。",作者关键词:Internet of things; agricultural informatization; decision support system; device failure diagnosis,作者关键词:物联网; 农业信息化; 决策支持系统; 设备故障诊断
Design and Implementation of Remote Perception System for Crop based on Internet of Things Technology,基于物联网技术的作物远程感知系统的设计与实现,2015,"In order to improve production efficiency of field crop,a crop remote monitoring and intelligent diagnosing management system was preliminary designed based on video monitoring,internet of things sensor and network communication technology. In the process of crop growth and development,the remote real-time monitoring of the key factors,such as environmental factors,crop growth information and video image by using the remote monitoring platform,was realized by using the remote monitoring system to improve the efficiency and accuracy of data acquisition. The construction and operation of the system can provide a scientific decision and support for crop growth in real-time tracking monitoring and comprehensive analysis.","摘要:为提高作物生产调控管理水平,基于视频监控、物联网传感器和网络通信等技术,初步设计开发了作物远程感知系统。在作物生长发育过程中,该系统实现了作物生长过程中的关键环境因子、作物长势以及视频图像等参数信息的实时采集,从而提高了获取数据的效率和准确性。它具有功耗低、成本低、扩展灵活等优点,初步试验表明了该系统的合理性与实用性。该系统的构建和运行,为作物长势进行实时跟踪监测与综合分析以及管理提供决策支持。",作者关键词:internet of things; crop; remote control; information collection; system construction,作者关键词:物联网; 作物; 远程监控; 信息采集; 系统构建
